gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,80,384,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,21.0876,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,35.8,322.82
gfx942,80,512,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,22.271,native,0.0,45.2,378.13
gfx942,80,768,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,6,25.9411,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,58.21,449.06
gfx942,80,1024,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,5,29.3571,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,68.58,506.75
gfx942,80,1536,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,39.0517,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,77.33,546.25
gfx942,80,2048,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,5,52.586,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0003,76.57,528.42
gfx942,80,3072,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,70.6337,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,85.51,576.18
gfx942,80,4096,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,1,93.8685,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,85.79,571.1
gfx942,80,8192,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,151.3114,native,0.0,106.44,695.59
gfx942,80,16384,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,200.1622,native,0.0,160.93,1041.83
gfx942,80,32768,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,420.4288,native,0.0,153.24,987.34
gfx942,80,1,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,4.9398,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0234,0.64,639.4
gfx942,80,2,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,4.9586,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0195,1.27,639.56
gfx942,80,4,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.3272,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.0186,2.36,600.11
gfx942,80,8,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10310,0,4.9466,opus_gemm_gfx942_wkc_accum_256x16x16x64_1x1_16x16x16_0x0x0,0.0181,5.09,656.64
gfx942,80,16,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10311,0,5.2814,opus_gemm_gfx942_wkc_accum_512x16x32x32_1x1_16x16x16_0x0x0,0.021,9.53,634.4
gfx942,80,24,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10313,0,6.2673,opus_gemm_gfx942_wkc_accum_256x32x32x64_1x1_16x16x16_0x0x0,0.02,12.05,550.94
gfx942,80,32,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,16,7.9053,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0308,12.73,449.74
gfx942,80,48,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,16,8.3769,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0295,18.03,448.87
gfx942,80,64,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,16,9.0858,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.03,22.16,436.39
gfx942,80,96,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,10,11.0574,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0231,27.31,395.62
gfx942,80,128,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,11.7008,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,34.41,408.87
gfx942,80,192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,769,6,14.7299,flydsl_gemm2_abf16_wbf16_bf16_t64x64x128_split_k6_block_m_warp2_block_n_warp2_block_k_warp2_async_copyFalse_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx942,0.0248,41.0,380.41
gfx942,80,256,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,16.6326,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0156,48.42,386.14
gfx942,80,384,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,5,22.1138,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0146,54.62,364.52
gfx942,80,512,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,6,25.2282,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,63.84,384.46
gfx942,80,768,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10201,3,34.5862,opus_gemm_gfx942_splitk_p1_256x64x64x64_2x2_16x16x16_0x0x0,0.0,69.85,375.18
gfx942,80,1024,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,35.7927,native,0.0,90.0,454.08
gfx942,80,1536,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,11,47.8542,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0123,100.97,476.58
gfx942,80,2048,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,52.3827,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.012,122.99,560.49
gfx942,80,3072,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,6,78.0534,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0113,123.81,544.08
gfx942,80,4096,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,10,97.7382,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.012,131.83,568.61
gfx942,80,8192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,7,178.447,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0116,144.41,605.24
gfx942,80,16384,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,336.8619,auto,0.0,153.0,631.89
gfx942,80,32768,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,650.7827,auto,0.0,158.39,649.34
gfx942,80,4,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,10300,0,47.3828,opus_gemm_gfx942_wkc_512x16x16x64_1x1_16x16x16_0x0x0,0.0,6.37,1595.43
gfx942,80,8,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,34.4629,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,11.68,1465.21
gfx942,80,16,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,27.883,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,21.66,1364.4
gfx942,80,16,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10301,0,34.8629,opus_gemm_gfx942_wkc_512x16x32x32_1x1_16x16x16_0x0x0,0.0,23.1,1453.1
gfx950,256,1,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,3.4721,sol2,0.0,0.11,116.81
gfx950,256,2,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.7249,sol2,0.0,0.17,88.45
gfx950,256,4,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,5.8368,sol2,0.0,0.27,75.83
gfx950,256,8,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.9937,native,0.0,0.35,54.71
gfx950,256,16,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.4959,native,0.0,0.84,78.82
gfx950,256,32,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.8162,native,0.0,1.61,100.88
gfx950,256,48,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.0695,native,0.0,2.34,122.2
gfx950,256,64,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.1827,native,0.0,3.08,144.66
gfx950,256,128,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.2742,native,0.0,6.08,238.61
gfx950,256,256,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,11.6185,native,0.0,8.66,306.01
gfx950,256,16384,32,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,43.456,native,0.0,148.25,4666.06
gfx950,256,1,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.1738,sol2,0.0,0.47,474.07
gfx950,256,2,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.6503,sol2,0.0,0.85,428.21
gfx950,256,4,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,5.9946,sol2,0.0,1.31,336.39
gfx950,256,8,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.4147,native,0.0,1.67,219.54
gfx950,256,16,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.6354,auto,0.0,3.64,251.04
gfx950,256,24,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.6827,native,0.0,4.87,234.3
gfx950,256,32,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.6166,native,0.0,7.3,275.0
gfx950,256,48,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.451,native,0.0,9.99,272.06
gfx950,256,64,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.0589,native,0.0,12.51,275.68
gfx950,256,96,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,5,10.2082,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,18.49,311.17
gfx950,256,128,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.0522,native,0.0,25.04,356.13
gfx950,256,192,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.0513,native,0.0,37.56,436.44
gfx950,256,256,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.1991,native,0.0,49.35,509.23
gfx950,256,384,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.6507,native,0.0,70.88,639.16
gfx950,256,512,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,3,13.5542,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,74.27,621.31
gfx950,256,768,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13.6792,native,0.0,110.38,851.59
gfx950,256,1024,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,15.6093,native,0.0,128.98,953.06
gfx950,256,1536,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,16.3333,native,0.0,184.89,1306.04
gfx950,256,2048,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,19.6535,native,0.0,204.88,1413.86
gfx950,256,3072,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,26.1614,native,0.0,230.87,1555.65
gfx950,256,4096,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,30.6681,native,0.0,262.59,1748.02
gfx950,256,8192,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,44.9533,native,0.0,358.29,2341.34
gfx950,256,16384,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,58.1034,native,0.0,554.4,3589.04
gfx950,256,32768,160,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,96.2576,native,0.0,669.29,4312.44
gfx950,256,1,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.7363,sol2,0.0,0.66,666.88
gfx950,256,2,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,4.6129,sol2,0.0,1.36,687.49
gfx950,256,4,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2585,12,5.1898,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k12_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0234,2.42,616.0
gfx950,256,8,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7023,12,5.2634,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.02,4.78,617.12
gfx950,256,16,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7023,12,5.6326,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k12_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0269,8.94,594.85
gfx950,256,24,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7475,8,5.8993,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0205,12.8,585.31
gfx950,256,32,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2875,12,5.6611,flydsl_gemm3_abf16_wbf16_bf16_t32x64x128_split_k12_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0254,17.78,628.03
gfx950,256,48,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6536,12,6.1403,flydsl_gemm6_abf16_wbf16_bf16_t32x64x64_split_k12_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0248,24.59,612.37
gfx950,256,64,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7192,8,6.6031,flydsl_gemm6_abf16_wbf16_bf16_t16x32x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0217,30.49,600.46
gfx950,256,96,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7384,8,6.9587,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0201,43.4,628.64
gfx950,256,128,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9795,6,7.5655,flydsl_gemm7_abf16_wbf16_bf16_t16x64x128_split_k6_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0253,53.22,632.36
gfx950,256,192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,8338,6,8.528,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0173,70.82,657.05
gfx950,256,256,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,6661,6,9.1244,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0173,88.26,703.88
gfx950,256,1536,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,4,18.5922,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0127,259.89,1226.67
gfx950,256,2048,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,9261,1,22.4147,flydsl_gemm6_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,287.42,1309.86
gfx950,256,3072,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,27.6367,native,0.0,349.67,1536.63
gfx950,256,4096,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,30.149,native,0.0,427.37,1843.33
gfx950,256,8192,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5202,1,47.6939,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0057,540.32,2264.51
gfx950,256,16384,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3727,1,76.044,flydsl_gemm3_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,677.76,2799.18
gfx950,256,32768,256,6144,False,torch.bfloat16,torch.bfloat16,False,False,opus,6401,0,120.6013,opus_gemm_mono_tile_512x128x256x64_2x4_16x16x32_0x0x0_nooob_4g_safe,0.0,854.71,3503.91
gfx950,256,1,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,5.6370,flydsl_gemm8_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,5.72,5723.12
gfx950,256,2,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,5.5990,flydsl_gemm8_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,11.52,5765.10
gfx950,256,4,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,5.6690,flydsl_gemm8_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,22.75,5700.10
gfx950,256,8,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,8.4400,flydsl_gemm8_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_xb4_kr1_mr8_cp1_gfx950,0.0,45.49,5710.46
gfx950,256,16,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2663,6,9.1755,flydsl_gemm6_abf16_wbf16_bf16_t16x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0182,56.23,3544.69
gfx950,256,32,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,3,6.9450,flydsl_gemm4_abf16_wbf16_bf16_t32x32x256_split_k3_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,148.57,4723.52
gfx950,256,48,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1746,6,12.9622,flydsl_gemm4_abf16_wbf16_bf16_t48x64x64_split_k6_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0173,119.4,2552.46
gfx950,256,64,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,3,8.7030,flydsl_gemm4_abf16_wbf16_bf16_t64x32x128_split_k3_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,237.11,3833.85
gfx950,256,128,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,6,11.3570,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k6_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,363.41,3036.75
gfx950,256,256,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,3,17.3770,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k3_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,475.02,2113.88
gfx950,256,16384,2624,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,406.341,native,0.0,1300.09,786.42
gfx950,256,1,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,3.1620,flydsl_gemm7_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,5.31,5309.77
gfx950,256,2,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,3.1880,flydsl_gemm7_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_xb8_gfx950,0.0,10.53,5270.32
gfx950,256,4,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,3.1840,flydsl_gemm7_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_xb8_gfx950,0.0,21.08,5284.66
gfx950,256,8,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,3.2890,flydsl_gemm4_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_xb8_kr5_mr8_cp1_gfx950,0.0,40.81,5130.90
gfx950,256,16,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,0,1,3.4020,flydsl_gemm4_abf16_wbf16_bf16_t16x16x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_xb8_gfx950,0.0,78.91,4989.37
